"Rhode Island","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","878,121","570,567","566,403","535,140","31,263","4,164","307,554","566,403","(X)","455,492","277,191","276,476","262,339","63,700","46,710","132,474","102,105","","524,196","417,883","42,224","11,747","16,452","6,908","28,982","25.3","","535,140","216,935","98,544","115,968","39,948","63,745","","535,140","2,676","32,497","56,630","12,026","61,959","22,628","7,937","35,812","56,662","146,465","53,729","24,644","21,475","","535,140","438,962","69,235","26,090","853","","414,730","23,068","20,361","33,413","32,221","44,659","65,573","55,280","75,889","32,357","31,909","70,305","92,427","317,479","95,017","137,848","19,444","88,024","27,118","28,489","10,739","17,958","2,824","61,188","257,849","7,798","5,326","12,655","15,770","23,858","40,218","38,709","59,103","27,331","27,081","89,330","111,700","37,504","156,881","39,713","56,495","39,410","59,194","47,939","","1,041,644","997,069","745,539","387,296","44,575","221,949","5,420","643,999","514,635","487,290","460,282","410,718","61,874","27,008","27,345","23,467","12,717","11,902","3,878","129,364","121,832","68,334","64,942","7,532","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"    Percent","","878,121","65.0%","64.5%","60.9%","3.6%","0.5%","35.0%","566,403","5.5%","455,492","60.9%","60.7%","57.6%","63,700","73.3%","132,474","77.1%","","524,196","79.7%","8.1%","2.2%","3.1%","1.3%","5.5%","(X)","","535,140","40.5%","18.4%","21.7%","7.5%","11.9%","","535,140","0.5%","6.1%","10.6%","2.2%","11.6%","4.2%","1.5%","6.7%","10.6%","27.4%","10.0%","4.6%","4.0%","","535,140","82.0%","12.9%","4.9%","0.2%","","414,730","5.6%","4.9%","8.1%","7.8%","10.8%","15.8%","13.3%","18.3%","7.8%","7.7%","(X)","(X)","76.6%","(X)","33.2%","(X)","21.2%","(X)","6.9%","(X)","4.3%","(X)","14.8%","257,849","3.0%","2.1%","4.9%","6.1%","9.3%","15.6%","15.0%","22.9%","10.6%","10.5%","(X)","(X)","(X)","156,881","(X)","(X)","(X)","(X)","(X)","","1,041,644","95.7%","71.6%","37.2%","4.3%","221,949","2.4%","643,999","514,635","487,290","94.5%","84.3%","12.7%","5.5%","27,345","85.8%","46.5%","43.5%","14.2%","129,364","94.2%","52.8%","50.2%","5.8%","","7.8%","12.9%","12.1%","3.4%","5.0%","4.3%","21.3%","29.9%","36.9%","11.6%","15.6%","15.3%","16.9%","14.7%","10.6%","10.9%","9.3%","8.4%","23.0%"
"South Carolina","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","4,111,745","2,484,102","2,448,315","2,312,831","135,484","35,787","1,627,643","2,448,315","(X)","2,143,204","1,204,841","1,197,698","1,129,765","329,395","220,875","704,059","513,761","","2,304,196","1,879,042","205,639","11,723","44,903","32,978","129,911","25.1","","2,312,831","826,896","403,720","507,883","211,658","362,674","","2,312,831","21,707","159,136","310,653","55,126","272,348","121,924","34,945","132,837","242,008","510,174","231,450","117,145","103,378","","2,312,831","1,834,638","346,938","126,323","4,932","","1,961,481","144,667","93,868","194,898","199,233","265,063","356,814","242,320","262,595","102,323","99,700","54,864","76,390","1,453,380","76,567","701,204","20,386","472,739","26,227","98,591","9,841","26,754","2,675","220,503","1,280,623","54,812","30,900","90,727","110,089","162,929","245,806","187,032","222,109","89,355","86,864","68,813","90,694","30,727","680,858","32,023","46,724","31,942","48,718","37,883","","4,990,992","4,472,269","3,321,549","1,864,315","518,723","1,172,091","58,592","2,936,212","2,231,962","2,113,364","1,831,953","1,721,161","179,488","281,411","118,598","71,458","46,117","29,012","47,140","704,250","575,998","356,646","283,295","128,252","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"    Percent","","4,111,745","60.4%","59.5%","56.2%","3.3%","0.9%","39.6%","2,448,315","5.5%","2,143,204","56.2%","55.9%","52.7%","329,395","67.1%","704,059","73.0%","","2,304,196","81.5%","8.9%","0.5%","1.9%","1.4%","5.6%","(X)","","2,312,831","35.8%","17.5%","22.0%","9.2%","15.7%","","2,312,831","0.9%","6.9%","13.4%","2.4%","11.8%","5.3%","1.5%","5.7%","10.5%","22.1%","10.0%","5.1%","4.5%","","2,312,831","79.3%","15.0%","5.5%","0.2%","","1,961,481","7.4%","4.8%","9.9%","10.2%","13.5%","18.2%","12.4%","13.4%","5.2%","5.1%","(X)","(X)","74.1%","(X)","35.7%","(X)","24.1%","(X)","5.0%","(X)","1.4%","(X)","11.2%","1,280,623","4.3%","2.4%","7.1%","8.6%","12.7%","19.2%","14.6%","17.3%","7.0%","6.8%","(X)","(X)","(X)","680,858","(X)","(X)","(X)","(X)","(X)","","4,990,992","89.6%","66.6%","37.4%","10.4%","1,172,091","5.0%","2,936,212","2,231,962","2,113,364","86.7%","81.4%","8.5%","13.3%","118,598","60.3%","38.9%","24.5%","39.7%","704,250","81.8%","50.6%","40.2%","18.2%","","10.5%","17.5%","16.0%","4.7%","6.3%","4.7%","28.3%","38.7%","40.5%","14.7%","21.2%","20.9%","23.2%","20.1%","12.8%","13.8%","9.6%","11.8%","26.7%"
"South Dakota","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","686,885","466,573","463,888","447,607","16,281","2,685","220,312","463,888","(X)","342,123","218,713","218,394","211,809","69,944","52,175","132,177","105,840","","441,356","352,936","35,792","2,046","15,504","5,312","29,766","17.3","","447,607","167,058","75,120","95,212","48,535","61,682","","447,607","28,841","31,693","44,942","12,558","51,419","19,274","6,734","32,792","29,580","107,425","40,036","20,237","22,076","","447,607","341,368","69,312","35,472","1,455","","347,878","18,482","14,295","30,094","34,679","47,410","66,588","50,831","52,445","17,582","15,472","59,896","77,932","279,252","75,994","105,700","19,016","64,397","24,020","13,416","9,571","7,589","2,741","30,391","218,705","7,722","3,676","11,048","15,087","24,722","43,234","39,565","44,765","15,492","13,394","77,042","94,036","31,415","129,173","35,803","47,783","33,511","49,358","38,586","","861,933","779,526","625,442","264,927","82,407","226,065","14,185","495,559","413,123","399,150","355,545","341,687","26,638","43,605","13,973","7,265","4,487","2,990","6,708","82,436","65,169","43,616","27,864","17,267","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"    Percent","","686,885","67.9%","67.5%","65.2%","2.4%","0.4%","32.1%","463,888","3.5%","342,123","63.9%","63.8%","61.9%","69,944","74.6%","132,177","80.1%","","441,356","80.0%","8.1%","0.5%","3.5%","1.2%","6.7%","(X)","","447,607","37.3%","16.8%","21.3%","10.8%","13.8%","","447,607","6.4%","7.1%","10.0%","2.8%","11.5%","4.3%","1.5%","7.3%","6.6%","24.0%","8.9%","4.5%","4.9%","","447,607","76.3%","15.5%","7.9%","0.3%","","347,878","5.3%","4.1%","8.7%","10.0%","13.6%","19.1%","14.6%","15.1%","5.1%","4.4%","(X)","(X)","80.3%","(X)","30.4%","(X)","18.5%","(X)","3.9%","(X)","2.2%","(X)","8.7%","218,705","3.5%","1.7%","5.1%","6.9%","11.3%","19.8%","18.1%","20.5%","7.1%","6.1%","(X)","(X)","(X)","129,173","(X)","(X)","(X)","(X)","(X)","","861,933","90.4%","72.6%","30.7%","9.6%","226,065","6.3%","495,559","413,123","399,150","89.1%","85.6%","6.7%","10.9%","13,973","52.0%","32.1%","21.4%","48.0%","82,436","79.1%","52.9%","33.8%","20.9%","","8.0%","12.6%","13.7%","3.6%","4.3%","3.7%","28.9%","35.5%","41.6%","12.8%","16.1%","15.7%","18.3%","14.6%","11.7%","12.5%","9.0%","9.8%","23.7%"
"Tennessee","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","5,437,242","3,343,918","3,324,691","3,147,330","177,361","19,227","2,093,324","3,324,691","(X)","2,815,096","1,600,946","1,598,517","1,510,021","461,928","302,807","945,265","671,350","","3,103,430","2,542,954","271,577","18,681","38,932","36,882","194,404","25.4","","3,147,330","1,141,044","520,798","686,381","274,115","524,992","","3,147,330","30,647","207,930","407,372","78,540","363,783","213,485","51,646","185,646","313,118","710,151","302,798","151,445","130,769","","3,147,330","2,509,831","418,417","213,072","6,010","","2,639,455","175,988","130,396","264,584","268,542","367,073","486,768","328,793","351,796","130,018","135,497","54,833","76,937","1,999,071","78,792","885,344","20,005","559,951","23,715","149,714","10,151","54,060","2,738","332,009","1,726,939","70,943","45,323","120,399","148,404","222,254","334,737","258,456","294,346","113,120","118,957","68,793","91,215","30,869","912,516","32,825","46,961","32,742","48,607","39,132","","6,664,134","6,014,822","4,447,644","2,430,232","649,312","1,591,799","78,578","3,993,026","3,038,991","2,883,133","2,538,357","2,354,882","272,801","344,776","155,858","98,820","60,559","43,736","57,038","954,035","790,034","463,369","409,135","164,001","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"    Percent","","5,437,242","61.5%","61.1%","57.9%","3.3%","0.4%","38.5%","3,324,691","5.3%","2,815,096","56.9%","56.8%","53.6%","461,928","65.6%","945,265","71.0%","","3,103,430","81.9%","8.8%","0.6%","1.3%","1.2%","6.3%","(X)","","3,147,330","36.3%","16.5%","21.8%","8.7%","16.7%","","3,147,330","1.0%","6.6%","12.9%","2.5%","11.6%","6.8%","1.6%","5.9%","9.9%","22.6%","9.6%","4.8%","4.2%","","3,147,330","79.7%","13.3%","6.8%","0.2%","","2,639,455","6.7%","4.9%","10.0%","10.2%","13.9%","18.4%","12.5%","13.3%","4.9%","5.1%","(X)","(X)","75.7%","(X)","33.5%","(X)","21.2%","(X)","5.7%","(X)","2.0%","(X)","12.6%","1,726,939","4.1%","2.6%","7.0%","8.6%","12.9%","19.4%","15.0%","17.0%","6.6%","6.9%","(X)","(X)","(X)","912,516","(X)","(X)","(X)","(X)","(X)","","6,664,134","90.3%","66.7%","36.5%","9.7%","1,591,799","4.9%","3,993,026","3,038,991","2,883,133","88.0%","81.7%","9.5%","12.0%","155,858","63.4%","38.9%","28.1%","36.6%","954,035","82.8%","48.6%","42.9%","17.2%","","10.6%","17.1%","18.2%","5.1%","7.1%","5.7%","29.7%","39.2%","49.9%","14.6%","20.8%","20.5%","24.1%","19.2%","12.8%","13.8%","9.3%","11.9%","26.2%"
"Texas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","22,078,090","14,309,066","14,214,242","13,461,358","752,884","94,824","7,769,024","14,214,242","(X)","11,201,270","6,532,362","6,516,948","6,164,327","2,299,353","1,412,546","4,724,415","3,209,087","","13,307,640","10,471,139","1,320,974","166,825","203,246","209,391","936,065","26.6","","13,461,358","5,084,326","2,280,631","2,954,834","1,419,995","1,721,572","","13,461,358","382,157","1,162,805","1,136,354","376,139","1,511,963","808,075","227,404","911,531","1,576,600","2,932,061","1,212,944","680,503","542,822","","13,461,358","10,729,704","1,789,441","913,897","28,316","","9,906,070","591,845","387,297","831,811","880,917","1,217,734","1,740,601","1,242,248","1,546,177","692,907","774,533","63,826","89,506","8,184,859","89,914","2,536,339","19,267","1,641,346","27,471","457,489","9,608","165,628","2,964","1,137,919","6,838,900","269,855","167,583","441,318","529,016","779,059","1,184,648","933,381","1,262,097","595,377","676,566","76,073","102,456","32,177","3,067,170","39,925","56,399","35,003","51,949","41,687","","28,169,961","23,292,892","17,679,410","8,045,715","4,877,069","7,787,420","868,589","16,871,372","13,142,192","12,479,044","9,935,063","9,525,855","690,733","2,543,981","663,148","350,046","269,008","96,655","313,102","3,729,180","2,641,992","1,840,776","999,804","1,087,188","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"    Percent","","22,078,090","64.8%","64.4%","61.0%","3.4%","0.4%","35.2%","14,214,242","5.3%","11,201,270","58.3%","58.2%","55.0%","2,299,353","61.4%","4,724,415","67.9%","","13,307,640","78.7%","9.9%","1.3%","1.5%","1.6%","7.0%","(X)","","13,461,358","37.8%","16.9%","22.0%","10.5%","12.8%","","13,461,358","2.8%","8.6%","8.4%","2.8%","11.2%","6.0%","1.7%","6.8%","11.7%","21.8%","9.0%","5.1%","4.0%","","13,461,358","79.7%","13.3%","6.8%","0.2%","","9,906,070","6.0%","3.9%","8.4%","8.9%","12.3%","17.6%","12.5%","15.6%","7.0%","7.8%","(X)","(X)","82.6%","(X)","25.6%","(X)","16.6%","(X)","4.6%","(X)","1.7%","(X)","11.5%","6,838,900","3.9%","2.5%","6.5%","7.7%","11.4%","17.3%","13.6%","18.5%","8.7%","9.9%","(X)","(X)","(X)","3,067,170","(X)","(X)","(X)","(X)","(X)","","28,169,961","82.7%","62.8%","28.6%","17.3%","7,787,420","11.2%","16,871,372","13,142,192","12,479,044","79.6%","76.3%","5.5%","20.4%","663,148","52.8%","40.6%","14.6%","47.2%","3,729,180","70.8%","49.4%","26.8%","29.2%","","10.9%","15.9%","14.3%","6.0%","8.1%","5.9%","27.7%","36.2%","38.8%","14.2%","20.0%","19.8%","21.8%","19.0%","12.2%","12.5%","10.7%","12.3%","24.5%"
"Utah","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","2,325,169","1,600,462","1,595,452","1,537,623","57,829","5,010","724,707","1,595,452","(X)","1,162,524","712,982","712,183","686,614","291,010","154,088","604,455","385,675","","1,517,044","1,128,793","157,781","33,830","35,471","22,951","138,218","22.0","","1,537,623","610,399","229,595","364,464","135,295","197,870","","1,537,623","23,649","111,250","153,651","37,330","177,007","79,356","30,835","109,705","194,997","344,198","134,605","68,637","72,403","","1,537,623","1,236,265","224,006","74,472","2,880","","1,003,345","36,211","27,395","60,957","72,694","118,084","192,127","154,963","193,037","77,824","70,053","74,197","94,452","843,005","93,010","244,904","21,402","184,032","28,632","35,860","10,780","15,578","3,184","62,681","746,286","15,429","11,670","29,211","42,683","76,789","144,505","128,361","166,385","69,040","62,213","84,590","105,348","30,986","257,059","41,986","57,162","33,419","56,374","40,326","","3,124,563","2,844,130","2,464,525","664,208","280,433","977,347","67,725","1,802,208","1,453,013","1,405,712","1,262,268","1,223,040","68,433","143,444","47,301","32,570","25,792","7,852","14,731","349,195","297,701","238,272","80,511","51,494","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"    Percent","","2,325,169","68.8%","68.6%","66.1%","2.5%","0.2%","31.2%","1,595,452","3.6%","1,162,524","61.3%","61.3%","59.1%","291,010","52.9%","604,455","63.8%","","1,517,044","74.4%","10.4%","2.2%","2.3%","1.5%","9.1%","(X)","","1,537,623","39.7%","14.9%","23.7%","8.8%","12.9%","","1,537,623","1.5%","7.2%","10.0%","2.4%","11.5%","5.2%","2.0%","7.1%","12.7%","22.4%","8.8%","4.5%","4.7%","","1,537,623","80.4%","14.6%","4.8%","0.2%","","1,003,345","3.6%","2.7%","6.1%","7.2%","11.8%","19.1%","15.4%","19.2%","7.8%","7.0%","(X)","(X)","84.0%","(X)","24.4%","(X)","18.3%","(X)","3.6%","(X)","1.6%","(X)","6.2%","746,286","2.1%","1.6%","3.9%","5.7%","10.3%","19.4%","17.2%","22.3%","9.3%","8.3%","(X)","(X)","(X)","257,059","(X)","(X)","(X)","(X)","(X)","","3,124,563","91.0%","78.9%","21.3%","9.0%","977,347","6.9%","1,802,208","1,453,013","1,405,712","89.8%","87.0%","4.9%","10.2%","47,301","68.9%","54.5%","16.6%","31.1%","349,195","85.3%","68.2%","23.1%","14.7%","","6.3%","8.7%","10.7%","4.0%","4.9%","6.3%","20.3%","28.4%","38.3%","9.1%","9.9%","9.6%","11.2%","9.1%","8.8%","9.3%","6.2%","6.5%","25.2%"
"Vermont","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","523,065","342,240","341,487","328,642","12,845","753","180,825","341,487","(X)","267,374","167,832","167,771","162,704","33,659","25,137","75,832","60,221","","322,116","239,524","27,346","3,877","16,735","5,500","29,134","23.3","","328,642","141,692","54,986","63,172","33,068","35,724","","328,642","8,716","23,483","34,381","6,161","37,586","9,930","5,462","15,646","29,821","94,190","31,942","15,017","16,307","","328,642","252,960","47,969","26,979","734","","262,852","11,930","12,907","22,688","23,388","32,383","48,080","36,571","42,979","16,114","15,812","63,477","83,767","202,530","81,699","94,194","20,481","57,373","24,870","14,477","10,634","7,868","2,694","27,790","157,105","3,931","2,840","7,877","10,043","16,529","28,740","26,525","33,990","13,474","13,156","83,023","102,413","35,854","105,747","37,947","52,318","35,246","52,486","45,695","","618,184","593,153","427,581","258,167","25,031","125,558","2,067","375,041","301,818","290,993","273,383","236,286","44,917","17,610","10,825","9,438","4,142","5,448","1,387","73,223","69,604","37,268","37,646","3,619","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"    Percent","","523,065","65.4%","65.3%","62.8%","2.5%","0.1%","34.6%","341,487","3.8%","267,374","62.8%","62.7%","60.9%","33,659","74.7%","75,832","79.4%","","322,116","74.4%","8.5%","1.2%","5.2%","1.7%","9.0%","(X)","","328,642","43.1%","16.7%","19.2%","10.1%","10.9%","","328,642","2.7%","7.1%","10.5%","1.9%","11.4%","3.0%","1.7%","4.8%","9.1%","28.7%","9.7%","4.6%","5.0%","","328,642","77.0%","14.6%","8.2%","0.2%","","262,852","4.5%","4.9%","8.6%","8.9%","12.3%","18.3%","13.9%","16.4%","6.1%","6.0%","(X)","(X)","77.1%","(X)","35.8%","(X)","21.8%","(X)","5.5%","(X)","3.0%","(X)","10.6%","157,105","2.5%","1.8%","5.0%","6.4%","10.5%","18.3%","16.9%","21.6%","8.6%","8.4%","(X)","(X)","(X)","105,747","(X)","(X)","(X)","(X)","(X)","","618,184","96.0%","69.2%","41.8%","4.0%","125,558","1.6%","375,041","301,818","290,993","93.9%","81.2%","15.4%","6.1%","10,825","87.2%","38.3%","50.3%","12.8%","73,223","95.1%","50.9%","51.4%","4.9%","","6.4%","11.2%","12.0%","3.2%","4.1%","4.3%","22.1%","30.3%","38.5%","10.8%","12.3%","11.7%","13.1%","11.3%","10.4%","11.3%","7.7%","6.6%","22.7%"
"Virginia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","6,849,454","4,508,686","4,382,484","4,179,739","202,745","126,202","2,340,768","4,382,484","(X)","3,510,500","2,141,852","2,119,988","2,022,904","583,651","396,207","1,183,882","877,624","","4,224,874","3,163,869","377,552","168,784","99,528","73,957","341,184","28.6","","4,179,739","1,893,390","686,373","825,943","335,145","438,888","","4,179,739","35,355","274,146","294,903","73,495","423,525","189,418","78,532","265,113","663,421","926,211","365,693","220,156","369,771","","4,179,739","3,135,586","834,460","202,611","7,082","","3,184,121","151,739","103,516","221,834","227,036","342,619","518,677","411,580","548,694","287,495","370,931","76,398","106,023","2,536,296","105,064","958,506","20,533","785,306","35,306","135,199","9,823","62,122","3,044","251,747","2,103,100","58,179","33,926","91,090","122,719","195,339","330,343","290,691","422,548","235,657","322,608","93,284","123,883","41,255","1,081,021","46,317","67,167","40,573","61,123","48,894","","8,282,997","7,601,635","6,279,818","2,409,942","681,362","1,987,112","99,119","5,008,656","4,002,732","3,826,631","3,448,593","3,296,721","271,065","378,038","176,101","124,368","88,981","41,462","51,733","1,005,924","865,240","613,563","322,933","140,684","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"    Percent","","6,849,454","65.8%","64.0%","61.0%","3.0%","1.8%","34.2%","4,382,484","4.6%","3,510,500","61.0%","60.4%","57.6%","583,651","67.9%","1,183,882","74.1%","","4,224,874","74.9%","8.9%","4.0%","2.4%","1.8%","8.1%","(X)","","4,179,739","45.3%","16.4%","19.8%","8.0%","10.5%","","4,179,739","0.8%","6.6%","7.1%","1.8%","10.1%","4.5%","1.9%","6.3%","15.9%","22.2%","8.7%","5.3%","8.8%","","4,179,739","75.0%","20.0%","4.8%","0.2%","","3,184,121","4.8%","3.3%","7.0%","7.1%","10.8%","16.3%","12.9%","17.2%","9.0%","11.6%","(X)","(X)","79.7%","(X)","30.1%","(X)","24.7%","(X)","4.2%","(X)","2.0%","(X)","7.9%","2,103,100","2.8%","1.6%","4.3%","5.8%","9.3%","15.7%","13.8%","20.1%","11.2%","15.3%","(X)","(X)","(X)","1,081,021","(X)","(X)","(X)","(X)","(X)","","8,282,997","91.8%","75.8%","29.1%","8.2%","1,987,112","5.0%","5,008,656","4,002,732","3,826,631","90.1%","86.2%","7.1%","9.9%","176,101","70.6%","50.5%","23.5%","29.4%","1,005,924","86.0%","61.0%","32.1%","14.0%","","6.8%","10.8%","10.1%","3.2%","4.2%","3.4%","21.5%","30.3%","32.9%","10.0%","13.1%","12.8%","13.9%","12.4%","9.1%","9.5%","7.5%","7.3%","21.3%"
"Washington","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","6,038,812","3,904,996","3,848,596","3,660,034","188,562","56,400","2,133,816","3,848,596","(X)","3,034,150","1,791,409","1,783,373","1,698,862","525,442","319,963","1,054,608","736,218","","3,629,152","2,528,438","353,428","218,379","129,086","73,306","326,515","28.0","","3,660,034","1,563,629","603,317","712,427","344,746","435,915","","3,660,034","90,751","254,382","348,001","98,459","425,312","199,867","79,372","193,558","499,065","792,288","330,885","165,644","182,450","","3,660,034","2,870,161","572,487","210,764","6,622","","2,905,822","128,995","89,342","187,426","199,280","314,740","496,750","394,352","529,186","259,273","306,478","77,006","103,669","2,298,495","105,056","853,686","21,204","625,588","29,351","133,173","10,433","88,241","3,198","323,428","1,874,376","48,465","29,449","77,106","96,392","174,782","309,533","277,758","400,309","207,992","252,590","92,422","120,270","40,837","1,031,446","48,399","67,798","41,498","64,520","50,941","","7,397,932","6,939,704","5,301,825","2,603,375","458,228","1,745,214","49,446","4,511,978","3,560,162","3,395,084","3,123,266","2,847,327","386,195","271,818","165,078","133,471","75,589","63,972","31,607","951,816","853,980","534,772","390,259","97,836","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"    Percent","","6,038,812","64.7%","63.7%","60.6%","3.1%","0.9%","35.3%","3,848,596","4.9%","3,034,150","59.0%","58.8%","56.0%","525,442","60.9%","1,054,608","69.8%","","3,629,152","69.7%","9.7%","6.0%","3.6%","2.0%","9.0%","(X)","","3,660,034","42.7%","16.5%","19.5%","9.4%","11.9%","","3,660,034","2.5%","7.0%","9.5%","2.7%","11.6%","5.5%","2.2%","5.3%","13.6%","21.6%","9.0%","4.5%","5.0%","","3,660,034","78.4%","15.6%","5.8%","0.2%","","2,905,822","4.4%","3.1%","6.5%","6.9%","10.8%","17.1%","13.6%","18.2%","8.9%","10.5%","(X)","(X)","79.1%","(X)","29.4%","(X)","21.5%","(X)","4.6%","(X)","3.0%","(X)","11.1%","1,874,376","2.6%","1.6%","4.1%","5.1%","9.3%","16.5%","14.8%","21.4%","11.1%","13.5%","(X)","(X)","(X)","1,031,446","(X)","(X)","(X)","(X)","(X)","","7,397,932","93.8%","71.7%","35.2%","6.2%","1,745,214","2.8%","4,511,978","3,560,162","3,395,084","92.0%","83.9%","11.4%","8.0%","165,078","80.9%","45.8%","38.8%","19.1%","951,816","89.7%","56.2%","41.0%","10.3%","","6.5%","10.3%","9.5%","3.3%","4.4%","3.7%","21.5%","29.5%","33.6%","10.2%","12.6%","12.2%","13.4%","11.7%","9.5%","10.0%","7.5%","7.1%","21.2%"
"West Virginia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","1,485,332","798,208","796,303","744,272","52,031","1,905","687,124","796,303","(X)","756,586","375,725","375,475","353,995","106,781","66,111","227,183","150,479","","730,395","599,101","63,120","6,085","20,172","8,564","33,353","26.1","","744,272","254,218","141,268","161,304","80,928","106,554","","744,272","26,546","48,525","59,759","14,916","92,387","43,410","11,140","31,422","58,170","207,353","66,851","32,325","51,468","","744,272","566,094","145,671","31,500","1,007","","734,235","62,341","43,003","90,248","79,423","104,031","131,167","84,975","87,356","28,689","23,002","48,037","65,332","493,751","68,700","306,092","19,675","195,982","21,118","54,124","9,613","20,096","2,842","121,292","470,391","24,280","15,501","38,649","43,455","65,843","94,568","68,765","73,816","25,367","20,147","61,707","78,106","27,346","263,844","26,825","39,768","31,199","49,375","36,133","","1,778,080","1,668,236","1,129,070","836,913","109,844","387,727","11,117","1,039,059","727,312","680,715","620,993","542,497","102,849","59,722","46,597","35,595","13,507","23,535","11,002","311,747","284,702","135,859","179,377","27,045","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
