"        Estimate","14.2%","","20.0%","21.8%","19.4%","19.8%","12.5%","15.7%","10.4%","10.8%","10.7%","","12.9%","15.5%","","13.0%","18.7%","15.7%","10.0%","17.4%","20.3%","15.7%","19.7%","8.3%","","11.0%","23.9%","13.8%","9.1%","4.2%","","7.9%","6.9%","5.9%","8.0%","25.8%","22.2%","29.9%","","12.4%","3.5%","17.4%","22.0%","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","24.5%","21.1%","27.9%","97.7%","93.9%","48.2%","17.3%","18.2%","21.8%","25.7%","21.4%","22.1%","(X)","3.8%","39.0%","48.5%"
"Utah","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,102,049","","915,887","245,912","669,975","912,379","1,841,160","795,370","1,045,790","489,844","345,002","","1,557,828","1,544,221","","2,644,814","36,453","32,271","71,445","29,020","156,797","131,249","437,136","2,421,120","","1,848,884","128,471","418,305","656,724","645,384","","1,583,632","1,526,764","845,623","681,141","56,868","31,820","25,048","","2,286,253","1,031,198","637,690","617,365","","126,811","394,526","516,249","703,509","789,584","1,396,692","1,926,083","2,303,375","431,456","215,418","216,038","910","2,455","91,549","99,574","54,825","44,225","51,069","43,593","43,256","7,534","199,431","115,794","116,231"
"    Below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","283,360","","91,046","27,513","63,533","87,855","170,935","105,459","65,476","30,723","21,379","","129,497","153,863","","213,977","8,327","8,130","10,110","3,068","26,727","13,021","65,561","181,255","","128,854","21,924","38,241","42,465","26,224","","100,404","87,219","41,852","45,367","13,185","6,808","6,377","","200,886","22,709","86,800","91,377","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","108,519","47,621","60,898","910","2,261","45,955","17,677","9,411","8,787","10,305","6,481","6,732","(X)","8,655","51,169","48,695"
"    Percent below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","9.1%","","9.9%","11.2%","9.5%","9.6%","9.3%","13.3%","6.3%","6.3%","6.2%","","8.3%","10.0%","","8.1%","22.8%","25.2%","14.2%","10.6%","17.0%","9.9%","15.0%","7.5%","","7.0%","17.1%","9.1%","6.5%","4.1%","","6.3%","5.7%","4.9%","6.7%","23.2%","21.4%","25.5%","","8.8%","2.2%","13.6%","14.8%","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","25.2%","22.1%","28.2%","100.0%","92.1%","50.2%","17.8%","17.2%","19.9%","20.2%","14.9%","15.6%","(X)","4.3%","44.2%","41.9%"
"Vermont","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","599,938","","113,470","28,480","84,990","112,685","368,883","122,990","245,893","165,757","117,585","","295,989","303,949","","562,859","7,130","1,805","9,269","195","2,425","16,255","11,104","556,026","","436,793","27,516","122,978","111,743","174,556","","334,375","322,041","163,231","158,810","12,334","7,477","4,857","","500,679","220,523","135,312","144,844","","29,114","87,290","109,188","141,206","157,843","253,801","343,436","418,776","154,822","74,697","80,125","218","556","21,107","28,563","15,111","18,659","27,227","22,946","20,435","6,768","63,534","40,379","50,909"
"    Below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","64,700","","13,975","3,737","10,238","13,212","41,652","19,891","21,761","13,366","9,073","","28,999","35,701","","58,214","1,729","335","1,335","17","205","2,865","1,785","57,067","","38,640","7,029","14,517","9,749","7,345","","20,239","16,995","7,004","9,991","3,244","1,819","1,425","","52,328","3,161","20,075","29,092","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","35,134","15,935","19,199","218","545","10,014","4,164","3,050","4,396","6,220","3,566","2,961","(X)","1,542","13,950","19,642"
"    Percent below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","10.8%","","12.3%","13.1%","12.0%","11.7%","11.3%","16.2%","8.8%","8.1%","7.7%","","9.8%","11.7%","","10.3%","24.2%","18.6%","14.4%","8.7%","8.5%","17.6%","16.1%","10.3%","","8.8%","25.5%","11.8%","8.7%","4.2%","","6.1%","5.3%","4.3%","6.3%","26.3%","24.3%","29.3%","","10.5%","1.4%","14.8%","20.1%","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","22.7%","21.3%","24.0%","100.0%","98.0%","47.4%","14.6%","20.2%","23.6%","22.8%","15.5%","14.5%","(X)","2.4%","34.5%","38.6%"
"Virginia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","8,255,575","","1,838,531","499,616","1,338,915","1,830,181","5,129,815","1,834,823","3,294,992","1,807,230","1,287,229","","4,027,815","4,227,760","","5,493,918","1,546,295","21,343","561,322","5,568","234,821","392,308","786,973","5,072,390","","5,733,927","539,195","1,351,640","1,548,116","2,294,976","","4,346,483","4,148,070","2,143,112","2,004,958","198,413","103,712","94,701","","6,623,098","3,137,245","1,460,031","2,025,822","","393,228","1,091,514","1,360,891","1,783,998","1,971,716","3,151,347","4,251,487","5,158,001","1,586,919","757,665","829,254","2,300","5,135","178,962","346,693","192,411","206,675","255,525","208,476","190,742","7,436","764,020","317,865","505,034"
"    Below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","826,708","","241,637","69,589","172,048","234,182","488,619","237,885","250,734","138,700","96,452","","360,440","466,268","","444,315","260,033","2,462","40,507","556","37,996","40,839","103,528","392,195","","457,264","114,263","155,556","116,161","71,284","","240,824","193,022","79,427","113,595","47,802","22,006","25,796","","609,326","58,796","198,030","352,500","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","338,592","148,346","190,246","2,284","4,889","89,016","50,668","30,249","39,052","56,598","33,825","32,011","(X)","22,412","113,996","202,184"
"    Percent below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","10.0%","","13.1%","13.9%","12.8%","12.8%","9.5%","13.0%","7.6%","7.7%","7.5%","","8.9%","11.0%","","8.1%","16.8%","11.5%","7.2%","10.0%","16.2%","10.4%","13.2%","7.7%","","8.0%","21.2%","11.5%","7.5%","3.1%","","5.5%","4.7%","3.7%","5.7%","24.1%","21.2%","27.2%","","9.2%","1.9%","13.6%","17.4%","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","21.3%","19.6%","22.9%","99.3%","95.2%","49.7%","14.6%","15.7%","18.9%","22.1%","16.2%","16.8%","(X)","2.9%","35.9%","40.0%"
"Washington","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","7,372,433","","1,625,130","445,452","1,179,678","1,617,123","4,606,569","1,734,713","2,871,856","1,612,677","1,140,734","","3,674,738","3,697,695","","5,431,366","279,672","88,287","652,490","49,825","353,168","517,625","951,688","4,983,645","","5,143,945","422,169","1,114,118","1,707,510","1,900,148","","3,832,036","3,647,633","1,956,003","1,691,630","184,403","102,293","82,110","","5,926,111","2,580,325","1,485,000","1,860,786","","349,248","985,322","1,234,551","1,606,063","1,780,174","2,899,310","3,906,186","4,738,986","1,603,599","813,378","790,221","2,059","5,634","199,190","400,023","197,301","191,464","240,640","195,925","171,363","7,281","710,592","392,213","500,794"
"    Below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","751,044","","204,059","59,504","144,555","196,593","461,501","226,790","234,711","126,579","85,484","","341,490","409,554","","485,131","49,061","19,457","59,757","6,292","65,836","65,510","161,119","414,206","","433,979","86,629","125,830","147,702","73,818","","223,145","175,519","80,185","95,334","47,626","25,576","22,050","","566,732","40,442","202,220","324,070","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","339,773","156,085","183,688","1,953","5,403","81,387","59,965","35,274","41,212","56,979","31,255","26,345","(X)","15,538","125,447","198,788"
"    Percent below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","10.2%","","12.6%","13.4%","12.3%","12.2%","10.0%","13.1%","8.2%","7.8%","7.5%","","9.3%","11.1%","","8.9%","17.5%","22.0%","9.2%","12.6%","18.6%","12.7%","16.9%","8.3%","","8.4%","20.5%","11.3%","8.7%","3.9%","","5.8%","4.8%","4.1%","5.6%","25.8%","25.0%","26.9%","","9.6%","1.6%","13.6%","17.4%","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","21.2%","19.2%","23.2%","94.9%","95.9%","40.9%","15.0%","17.9%","21.5%","23.7%","16.0%","15.4%","(X)","2.2%","32.0%","39.7%"
"West Virginia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,755,591","","355,520","92,774","262,746","353,586","1,048,777","350,123","698,654","482,532","351,294","","863,591","892,000","","1,630,689","56,554","2,945","13,952","468","8,761","42,222","26,647","1,614,275","","1,258,827","152,246","501,021","333,581","271,979","","789,610","738,732","387,942","350,790","50,878","29,847","21,031","","1,442,510","537,690","284,300","620,520","","132,156","391,379","481,485","602,961","655,661","966,805","1,224,204","1,402,312","361,695","173,980","187,715","462","1,371","41,666","51,546","38,581","48,575","65,578","58,603","55,313","7,064","119,873","71,336","170,486"
"    Below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","300,152","","82,218","24,014","58,204","80,352","183,632","81,328","102,304","51,815","34,302","","133,773","166,379","","268,472","16,415","619","2,043","8","2,455","10,140","5,024","265,247","","176,946","46,644","78,366","39,548","12,388","","74,355","55,535","23,871","31,664","18,820","9,632","9,188","","226,103","16,508","59,315","150,280","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","114,516","51,026","63,490","462","1,359","25,666","15,808","11,658","16,194","21,128","11,723","10,518","(X)","5,610","32,075","76,831"
"    Percent below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","17.1%","","23.1%","25.9%","22.2%","22.7%","17.5%","23.2%","14.6%","10.7%","9.8%","","15.5%","18.7%","","16.5%","29.0%","21.0%","14.6%","1.7%","28.0%","24.0%","18.9%","16.4%","","14.1%","30.6%","15.6%","11.9%","4.6%","","9.4%","7.5%","6.2%","9.0%","37.0%","32.3%","43.7%","","15.7%","3.1%","20.9%","24.2%","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","31.7%","29.3%","33.8%","100.0%","99.1%","61.6%","30.7%","30.2%","33.3%","32.2%","20.0%","19.0%","(X)","4.7%","45.0%","45.1%"
"Wisconsin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","5,659,485","","1,250,830","325,221","925,609","1,244,543","3,452,013","1,210,092","2,241,921","1,343,519","956,642","","2,806,956","2,852,529","","4,783,024","348,083","46,424","159,455","2,510","132,463","187,526","397,878","4,575,076","","3,921,220","283,170","1,175,738","1,240,334","1,221,978","","3,065,127","2,957,087","1,539,427","1,417,660","108,040","61,493","46,547","","4,557,589","2,094,840","1,135,931","1,326,818","","277,973","831,087","1,038,262","1,358,229","1,508,342","2,447,285","3,336,026","4,054,068","1,266,571","627,956","638,615","1,740","4,174","186,149","246,964","131,294","157,377","206,487","164,471","167,915","7,031","554,515","293,392","418,664"
"    Below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","620,947","","177,140","53,245","123,895","171,272","369,627","193,998","175,629","106,272","74,180","","277,914","343,033","","416,010","105,895","11,399","24,001","716","28,456","34,470","77,861","377,833","","330,502","62,167","127,079","98,106","43,150","","203,068","171,672","71,416","100,256","31,396","16,749","14,647","","460,672","44,344","176,982","239,346","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","283,696","128,434","155,262","1,726","4,004","87,401","37,469","23,044","29,901","46,656","27,466","26,029","(X)","17,906","113,739","152,051"
"    Percent below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","11.0%","","14.2%","16.4%","13.4%","13.8%","10.7%","16.0%","7.8%","7.9%","7.8%","","9.9%","12.0%","","8.7%","30.4%","24.6%","15.1%","28.5%","21.5%","18.4%","19.6%","8.3%","","8.4%","22.0%","10.8%","7.9%","3.5%","","6.6%","5.8%","4.6%","7.1%","29.1%","27.2%","31.5%","","10.1%","2.1%","15.6%","18.0%","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","22.4%","20.5%","24.3%","99.2%","95.9%","47.0%","15.2%","17.6%","19.0%","22.6%","16.7%","15.5%","(X)","3.2%","38.8%","36.3%"
"Wyoming","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","566,858","","131,843","34,644","97,199","131,177","341,915","125,402","216,513","132,543","93,100","","287,780","279,078","","513,161","4,653","12,440","4,762","558","9,385","21,899","57,154","474,837","","386,689","24,124","109,585","142,741","110,239","","298,650","285,845","155,864","129,981","12,805","7,978","4,827","","449,589","206,029","112,532","131,028","","27,889","79,442","101,100","135,093","150,355","246,831","338,014","409,291","118,238","62,063","56,175","134","529","19,564","22,471","12,251","13,169","19,692","16,753","13,675","6,771","51,803","30,507","35,928"
"    Below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","61,006","","16,175","5,324","10,851","15,515","37,369","21,047","16,322","11,384","7,462","","27,714","33,292","","51,954","958","3,061","715","75","1,602","2,641","10,389","44,484","","32,336","4,937","11,611","11,351","4,437","","21,768","18,042","8,010","10,032","3,726","2,090","1,636","","46,304","5,358","17,880","23,066","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","28,293","12,329","15,964","134","523","9,498","3,934","2,064","2,762","4,276","2,775","2,327","(X)","2,620","11,930","13,743"
"    Percent below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","10.8%","","12.3%","15.4%","11.2%","11.8%","10.9%","16.8%","7.5%","8.6%","8.0%","","9.6%","11.9%","","10.1%","20.6%","24.6%","15.0%","13.4%","17.1%","12.1%","18.2%","9.4%","","8.4%","20.5%","10.6%","8.0%","4.0%","","7.3%","6.3%","5.1%","7.7%","29.1%","26.2%","33.9%","","10.3%","2.6%","15.9%","17.6%","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","23.9%","19.9%","28.4%","100.0%","98.9%","48.5%","17.5%","16.8%","21.0%","21.7%","16.6%","17.0%","(X)","5.1%","39.1%","38.3%"
"Puerto Rico","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,227,457","","607,262","130,236","477,026","605,210","1,959,871","711,793","1,248,078","872,974","660,324","","1,528,735","1,698,722","","1,934,775","364,638","5,674","5,812","258","604,000","312,300","3,185,007","31,323","","2,311,655","515,862","647,836","528,671","619,286","","1,207,471","1,025,669","539,643","486,026","181,802","94,224","87,578","","2,704,023","685,910","428,371","1,589,742","","757,676","1,686,338","1,935,521","2,224,695","2,325,941","2,774,767","2,980,373","3,079,568","547,894","251,597","296,297","456","1,469","23,702","64,772","64,701","84,196","108,785","104,216","95,597","7,685","135,224","83,413","329,257"
"    Below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,400,958","","343,245","82,323","260,922","341,218","801,630","325,226","476,404","338,684","256,083","","633,526","767,432","","802,063","165,094","2,668","2,213","215","301,021","127,684","1,386,150","10,798","","907,994","317,517","306,362","184,943","99,172","","349,980","227,066","117,772","109,294","122,914","60,748","62,166","","1,099,964","71,891","192,951","835,122","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","305,767","131,739","174,028","456","1,454","19,233","32,920","28,776","43,551","63,578","57,577","58,222","(X)","11,978","55,071","238,718"
"    Percent below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","43.4%","","56.5%","63.2%","54.7%","56.4%","40.9%","45.7%","38.2%","38.8%","38.8%","","41.4%","45.2%","","41.5%","45.3%","47.0%","38.1%","83.3%","49.8%","40.9%","43.5%","34.5%","","39.3%","61.6%","47.3%","35.0%","16.0%","","29.0%","22.1%","21.8%","22.5%","67.6%","64.5%","71.0%","","40.7%","10.5%","45.0%","52.5%","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","55.8%","52.4%","58.7%","100.0%","99.0%","81.1%","50.8%","44.5%","51.7%","58.4%","55.2%","60.9%","(X)","8.9%","66.0%","72.5%"
"United States","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","318,564,128","","72,065,774","19,294,872","52,770,902","71,749,414","195,426,211","71,865,284","123,560,927","71,214,775","51,072,143","","156,058,502","162,505,626","","224,828,557","39,544,837","2,596,957","18,074,164","592,928","16,456,568","16,470,117","58,179,884","191,779,213","","219,274,394","24,607,786","57,931,448","63,697,755","73,037,405","","163,654,457","154,920,856","81,322,765","73,598,091","8,733,601","4,668,610","4,064,991","","254,777,562","111,759,898","58,519,230","84,498,434","","18,400,877","54,159,805","67,342,071","86,498,962","94,899,936","146,012,111","189,620,593","223,435,594","62,349,992","30,549,138","31,800,854","82,833","212,535","6,894,170","13,220,503","7,450,333","8,095,151","10,198,186","8,365,287","7,830,994","7,311","27,194,438","13,535,387","21,620,167"
"    Below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","40,910,326","","12,598,699","3,679,064","8,919,635","12,306,532","23,554,920","11,060,568","12,494,352","6,896,556","4,756,707","","18,171,512","22,738,814","","23,820,939","8,726,814","626,766","1,917,691","99,642","3,234,981","2,483,493","10,642,653","17,854,392","","22,777,089","5,938,811","7,742,041","5,973,583","3,122,654","","11,663,384","9,199,281","4,040,837","5,158,444","2,464,103","1,193,634","1,270,469","","29,570,429","2,830,932","9,096,748","17,642,749","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","15,094,092","6,674,688","8,419,404","81,237","201,889","3,313,149","2,368,149","1,489,064","1,905,318","2,667,325","1,596,058","1,471,903","(X)","904,633","4,868,097","9,321,362"
"    Percent below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","12.8%","","17.5%","19.1%","16.9%","17.2%","12.1%","15.4%","10.1%","9.7%","9.3%","","11.6%","14.0%","","10.6%","22.1%","24.1%","10.6%","16.8%","19.7%","15.1%","18.3%","9.3%","","10.4%","24.1%","13.4%","9.4%","4.3%","","7.1%","5.9%","5.0%","7.0%","28.2%","25.6%","31.3%","","11.6%","2.5%","15.5%","20.9%","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","24.2%","21.8%","26.5%","98.1%","95.0%","48.1%","17.9%","20.0%","23.5%","26.2%","19.1%","18.8%","(X)","3.3%","36.0%","43.1%"
